timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621212029523,309,obtener carrito del cliente,200,OK,Brein 1-10,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,309,0,0
1621212029024,934,Obtener terminales del cliente,200,OK,Brein 1-14,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,934,0,655
1621212029245,722,Obtener terminales del cliente,200,OK,Brein 1-13,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,722,0,504
1621212029247,749,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,749,0,502
1621212029745,251,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,251,0,0
1621212029723,273,obtener carrito del cliente,200,OK,Brein 1-2,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,273,0,0
1621212029768,233,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212029772,236,obtener carrito del cliente,200,OK,Brein 1-5,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,236,0,0
1621212029783,240,obtener carrito del cliente,200,OK,Brein 1-1,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,240,0,0
1621212029802,225,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621212029783,244,obtener carrito del cliente,200,OK,Brein 1-12,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,244,0,0
1621212029285,756,Obtener terminales del cliente,200,OK,Brein 1-9,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,756,0,532
1621212029801,254,obtener carrito del cliente,200,OK,Brein 1-7,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,254,0,0
1621212029833,232,obtener lista de productos,200,OK,Brein 1-10,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,232,0,0
1621212029817,260,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,260,0,0
1621212029187,913,Obtener terminales del cliente,200,OK,Brein 1-11,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,913,0,640
1621212029442,749,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,749,0,508
1621212029471,731,Obtener terminales del cliente,200,OK,Brein 1-4,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,731,0,496
1621212029464,738,Obtener terminales del cliente,200,OK,Brein 1-8,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,738,0,515
1621212029996,218,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,218,0,0
1621212029967,253,obtener carrito del cliente,200,OK,Brein 1-13,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,253,0,0
1621212029520,709,Obtener terminales del cliente,200,OK,Brein 1-6,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,709,0,487
1621212030001,231,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,231,0,0
1621212030008,229,obtener lista de productos,200,OK,Brein 1-5,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,229,0,0
1621212029997,244,obtener lista de productos,200,OK,Brein 1-2,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,244,0,0
1621212030024,227,obtener lista de productos,200,OK,Brein 1-1,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,227,0,0
1621212030028,224,obtener lista de productos,200,OK,Brein 1-12,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,223,0,0
1621212029996,256,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,256,0,0
1621212029958,308,obtener carrito del cliente,200,OK,Brein 1-14,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,308,0,0
1621212029569,715,Obtener terminales del cliente,200,OK,Brein 1-3,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,715,0,495
1621212030055,231,obtener lista de productos,200,OK,Brein 1-7,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,230,0,0
1621212030042,265,obtener carrito del cliente,200,OK,Brein 1-9,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,265,0,0
1621212030077,240,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,239,0,0
1621212030100,277,obtener carrito del cliente,200,OK,Brein 1-11,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,277,0,0
1621212030191,233,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212030220,215,obtener lista de productos,200,OK,Brein 1-13,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,214,0,0
1621212030203,239,obtener carrito del cliente,200,OK,Brein 1-8,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,239,0,0
1621212030203,252,obtener carrito del cliente,200,OK,Brein 1-4,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,252,0,0
1621212030229,232,obtener carrito del cliente,200,OK,Brein 1-6,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,232,0,0
1621212030252,216,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,216,0,0
1621212030266,260,obtener lista de productos,200,OK,Brein 1-14,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,260,0,0
1621212030284,251,obtener carrito del cliente,200,OK,Brein 1-3,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,251,0,0
1621212030307,228,obtener lista de productos,200,OK,Brein 1-9,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,228,0,0
1621212030377,262,obtener lista de productos,200,OK,Brein 1-11,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,262,0,0
1621212030424,282,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,282,0,0
1621212030443,290,obtener lista de productos,200,OK,Brein 1-8,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,290,0,0
1621212030455,279,obtener lista de productos,200,OK,Brein 1-4,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,279,0,0
1621212030462,307,obtener lista de productos,200,OK,Brein 1-6,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,307,0,0
1621212030535,238,obtener lista de productos,200,OK,Brein 1-3,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212030028,746,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,746,0,499
1621212030066,714,Obtener terminales del cliente,200,OK,Brein 1-10,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,714,0,490
1621212030215,716,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,716,0,486
1621212030238,704,Obtener terminales del cliente,200,OK,Brein 1-5,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,704,0,486
1621212030232,717,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,717,0,492
1621212030241,732,Obtener terminales del cliente,200,OK,Brein 1-2,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,732,0,505
1621212030251,739,Obtener terminales del cliente,200,OK,Brein 1-1,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,739,0,491
1621212030252,738,Obtener terminales del cliente,200,OK,Brein 1-12,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,738,0,502
1621212030317,714,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,714,0,492
1621212030774,260,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,260,0,0
1621212030780,254,obtener carrito del cliente,200,OK,Brein 1-10,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,254,0,0
1621212030286,772,Obtener terminales del cliente,200,OK,Brein 1-7,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,772,0,529
1621212030436,728,Obtener terminales del cliente,200,OK,Brein 1-13,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,728,0,498
1621212030932,236,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,236,0,0
1621212030468,705,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,705,0,492
1621212030943,238,obtener carrito del cliente,200,OK,Brein 1-5,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212030949,235,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,235,0,0
1621212030990,240,obtener carrito del cliente,200,OK,Brein 1-12,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,240,0,0
1621212030973,258,obtener carrito del cliente,200,OK,Brein 1-2,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,258,0,0
1621212030990,255,obtener carrito del cliente,200,OK,Brein 1-1,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,255,0,0
1621212031034,234,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,234,0,0
1621212030527,742,Obtener terminales del cliente,200,OK,Brein 1-14,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,742,0,505
1621212031034,242,obtener lista de productos,200,OK,Brein 1-10,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,241,0,0
1621212031031,246,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,246,0,0
1621212030535,760,Obtener terminales del cliente,200,OK,Brein 1-9,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,760,0,529
1621212031058,249,obtener carrito del cliente,200,OK,Brein 1-7,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,249,0,0
1621212030639,732,Obtener terminales del cliente,200,OK,Brein 1-11,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,732,0,501
1621212031168,222,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,222,0,0
1621212031181,217,obtener lista de productos,200,OK,Brein 1-5,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,216,0,0
1621212031164,235,obtener carrito del cliente,200,OK,Brein 1-13,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,235,0,0
1621212031174,233,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212031184,230,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,230,0,0
1621212031230,225,obtener lista de productos,200,OK,Brein 1-12,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,224,0,0
1621212030706,752,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,752,0,528
1621212031231,229,obtener lista de productos,200,OK,Brein 1-2,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,226,0,0
1621212030735,738,Obtener terminales del cliente,200,OK,Brein 1-4,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,738,0,512
1621212031245,233,obtener lista de productos,200,OK,Brein 1-1,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212030770,734,Obtener terminales del cliente,200,OK,Brein 1-6,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,734,0,477
1621212030733,779,Obtener terminales del cliente,200,OK,Brein 1-8,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,779,0,514
1621212031277,244,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,244,0,0
1621212031269,284,obtener carrito del cliente,200,OK,Brein 1-14,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,284,0,0
1621212031295,278,obtener carrito del cliente,200,OK,Brein 1-9,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,278,0,0
1621212031307,271,obtener lista de productos,200,OK,Brein 1-7,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,271,0,0
1621212031407,218,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,218,0,0
1621212031371,254,obtener carrito del cliente,200,OK,Brein 1-11,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,254,0,0
1621212031399,231,obtener lista de productos,200,OK,Brein 1-13,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,230,0,0
1621212030773,887,Obtener terminales del cliente,200,OK,Brein 1-3,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,887,0,623
1621212031458,332,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,332,0,0
1621212031473,354,obtener carrito del cliente,200,OK,Brein 1-4,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,354,0,0
1621212031553,274,obtener lista de productos,200,OK,Brein 1-14,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,274,0,0
1621212031573,256,obtener lista de productos,200,OK,Brein 1-9,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,255,0,0
1621212031504,339,obtener carrito del cliente,200,OK,Brein 1-6,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,339,0,0
1621212031512,332,obtener carrito del cliente,200,OK,Brein 1-8,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,332,0,0
1621212031625,225,obtener lista de productos,200,OK,Brein 1-11,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621212031660,275,obtener carrito del cliente,200,OK,Brein 1-3,text,true,,699,1718,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,275,0,0
1621212031269,717,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,717,0,495
1621212031276,726,Obtener terminales del cliente,200,OK,Brein 1-10,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,726,0,500
1621212031790,221,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,221,0,0
1621212031828,225,obtener lista de productos,200,OK,Brein 1-4,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621212031843,215,obtener lista de productos,200,OK,Brein 1-6,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,214,0,0
1621212031844,223,obtener lista de productos,200,OK,Brein 1-8,text,true,,4590,2433,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,223,0,0
1621212031398,723,Obtener terminales del cliente,200,OK,Brein 1-5,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,723,0,503
1621212031415,733,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,733,0,502
1621212031391,758,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,758,0,529
1621212031460,706,Obtener terminales del cliente,200,OK,Brein 1-2,text,true,,1028,1349,20,20,https://new-frida-backend-frida-development.azurewebsites.net/graphql,706,0,482
